"Station Name","Province","Latitude","Longitude","Elevation","Climate ID","WMO Identifier","TC Identifier"
"EVANSBURG CDA EPF","ALBERTA","53.63","-115.00","792.50","3062480","",""
"EVANSBURG2 AGCM","ALBERTA","53.61","-115.06","785.00","3062476","71481","PNB"
"EVARTS","ALBERTA","52.25","-114.22","941.80","3022485","",""
"EVERETT","NEW BRUNSWICK","47.07","-67.30","145.10","8101348","",""
"EXCEL","ALBERTA","51.50","-110.57","793.70","3022500","",""
"EXETER","ONTARIO","43.35","-81.50","262.10","6122370","",""
"EXPLOITS DAM","NEWFOUNDLAND","48.77","-56.60","153.60","8401550","",""
"EXSHAW","ALBERTA","51.07","-115.20","1298.40","3052508","",""
"FABREVILLE","QUEBEC","45.58","-73.82","30.50","702BL09","",""
"FABYAN","ALBERTA","52.97","-111.00","698.00","3012515","",""
"FAIRFAX","MANITOBA","49.42","-100.13","480.10","5010906","",""
"FAIRFORD","MANITOBA","51.58","-98.67","253.00","5040910","",""
"FAIRVIEW","ALBERTA","56.07","-118.38","670.00","3072520","",""
"FAIRVIEW 2","ALBERTA","55.97","-118.50","609.60","3072521","",""
"FAIRVIEW AGDM","ALBERTA","56.08","-118.44","654.60","3072525","71347","XFR"
"FAIRVIEW FSA","ALBERTA","56.07","-118.38","646.20","3072536","",""
"FAIRVIEW THREE FOX FARM","ALBERTA","56.08","-118.53","603.50","3072539","",""
"FALARDEAU","QUEBEC","48.63","-71.13","198.10","706KC09","",""
"FALCON LAKE TCPL 45","MANITOBA","49.68","-95.37","338.30","5030912","",""
"FALHER","ALBERTA","55.73","-117.20","582.20","3072600","",""
"FALKLAND","ONTARIO","43.13","-80.45","262.10","6142373","",""
"FALKLAND SALMON VALLEY","BRITISH COLUMBIA","50.47","-119.40","485.00","1162784","",""
"FALKLAND SPANISH LAKE","BRITISH COLUMBIA","50.50","-119.50","823.00","1162785","",""
"FALLEN TIMBER","ALBERTA","51.53","-115.10","1554.50","3052602","",""
"FALLIS","ALBERTA","53.55","-114.63","732.00","301KF03","",""
"FALLS RIVER","BRITISH COLUMBIA","53.98","-129.73","18.00","1062790","",""
"FALSE NICHOLAS","ALBERTA","51.63","-116.50","2926.10","3052603","",""
"FAME POINT","QUEBEC","49.10","-64.60","53.60","7052310","",""
"FANNY ISLAND","BRITISH COLUMBIA","50.45","-125.99","5.20","1022795","71568","XFA"
"FANNYSTELLE","MANITOBA","49.80","-97.87","243.80","5020913","",""
"FAREWELL COVE","QUEBEC","48.87","-64.45","15.20","7052316","",""
"FARMINGTON","NOVA SCOTIA","44.63","-64.67","151.50","8201766","",""
"FARNHAM","QUEBEC","45.30","-72.90","68.00","7022320","",""
"FARNHAM S","QUEBEC","45.25","-72.97","59.40","7022325","",""
"FARO","YUKON TERRITORY","62.35","-133.40","1074.40","2100515","",""
"FARO","YUKON TERRITORY","62.23","-133.35","694.30","2100516","",""
"FARO (AUT)","YUKON TERRITORY","62.21","-133.38","716.60","2100518","71949","WUM"
"FARO A","YUKON TERRITORY","62.21","-133.37","716.30","2100517","","ZFA"
"FARO A","YUKON TERRITORY","62.21","-133.37","716.30","2100527","","ZFA"
"FARRELL CREEK","BRITISH COLUMBIA","56.18","-121.57","503.80","1182810","",""
"FARRERDALE","SASKATCHEWAN","51.50","-105.85","524.30","4012480","",""
"FAUQUIER","BRITISH COLUMBIA","49.87","-118.07","490.00","1142820","","WFS"
"FAUQUIER 2","BRITISH COLUMBIA","49.87","-118.07","470.00","1142826","",""
"FENELON FALLS","ONTARIO","44.58","-78.75","259.10","6162376","",""
"FENELON FALLS","ONTARIO","44.53","-78.73","259.10","6162375","",""
"FENWOOD","SASKATCHEWAN","51.15","-103.07","624.80","4012483","",""
"FERGUS","ONTARIO","43.70","-80.38","","6142398","",""
"FERGUS MOE","ONTARIO","43.70","-80.38","396.20","6142402","",""
"FERGUS SHAND DAM","ONTARIO","43.73","-80.33","417.60","6142400","",""
"FERGUSON","BRITISH COLUMBIA","50.67","-117.48","","1142845","",""
"FERINTOSH AGCM","ALBERTA","52.74","-112.86","795.00","3012590","71673","PFA"
"FERLAND","QUEBEC","48.20","-70.83","198.10","7062368","",""
"FERME NEUVE","QUEBEC","46.70","-75.45","213.40","7032370","",""
"FERMONT","QUEBEC","52.80","-67.08","594.40","704BC70","",""
"FERNDALE","ONTARIO","44.97","-81.30","186.80","6122405","",""
"FERNIE","BRITISH COLUMBIA","49.49","-115.07","1001.00","1152850","",""
"FERNIE 2","BRITISH COLUMBIA","49.50","-115.07","1009.80","1152852","",""
"FERNIE SNOW VALLEY","BRITISH COLUMBIA","49.47","-115.10","1371.60","1152851","",""
"FEROLLE POINT (AUT)","NEWFOUNDLAND","51.02","-57.10","5.80","8401565","71406","WXI"
"FERTILE","SASKATCHEWAN","49.34","-101.45","510.50","4012485","",""
"FESSERTON","ONTARIO","44.73","-79.68","179.80","6112410","",""
"FIELD","BRITISH COLUMBIA","51.38","-116.48","1238.70","1172870","",""
"FILLMORE","SASKATCHEWAN","49.88","-103.43","619.00","4012493","",""
"FINCASTLE AGDM","ALBERTA","49.80","-112.03","833.00","3032550","71535","PFI"
"FINGAL","ONTARIO","42.67","-81.30","213.40","6132415","",""
"FINLAY FORKS","BRITISH COLUMBIA","56.00","-123.90","579.10","1182880","",""
"FINLAY FORKS","BRITISH COLUMBIA","55.90","-123.73","762.00","1182881","",""
"FINLAY FORKS 2","BRITISH COLUMBIA","55.98","-123.73","1128.00","118BHQ1","",""
"FINLAYSON ARM RD","BRITISH COLUMBIA","48.50","-123.53","167.60","1012883","",""
"FINNEGAN","ALBERTA","51.18","-111.92","746.80","3022616","",""
"FINNEGAN AGCM","ALBERTA","51.05","-112.10","748.00","3022650","","PFF"
"FIRE LAKE","QUEBEC","52.33","-67.37","609.60","7042371","",""
"FIRVALE","BRITISH COLUMBIA","52.45","-126.30","121.90","1062884","",""
"FISH CREEK","ALBERTA","55.47","-117.40","586.70","3072618","",""
"FISH LAKE ROAD","YUKON TERRITORY","60.72","-135.20","975.00","2100535","",""
"FISHER BRANCH","MANITOBA","51.10","-97.55","246.90","5030916","",""
"FISHER BRANCH (AUT)","MANITOBA","51.08","-97.55","253.00","50309J6","71442","WSZ"
"FISHER BRANCH SOUTH","MANITOBA","51.05","-97.53","259.10","5030917","",""
"FITZROY HARBOUR","ONTARIO","45.47","-76.22","74.10","6102417","",""
"FIVE LAKES","ALBERTA","53.95","-114.22","721.80","3012620","",""
"FIVE MILE CREEK","ALBERTA","49.77","-113.84","1295.00","3032624","",""
"FIVE MILE LAKE","NOVA SCOTIA","44.95","-64.00","45.70","8201800","",""
"FLANDERS","QUEBEC","45.37","-71.55","","7022374","",""
"FLAP JACK","SASKATCHEWAN","49.53","-109.88","1036.30","4032510","",""
"FLAT CREEK","BRITISH COLUMBIA","51.23","-117.62","944.90","1172895","",""
"FLAT RIVER","NORTHWEST TERRITORIES","61.97","-128.20","1115.60","2201345","",""
"FLATTOP LO","ALBERTA","55.15","-114.80","1030.20","3062630","",""
"FLEET","ALBERTA","52.15","-111.73","838.20","301B6L0","",""
"FLEET AGCM","ALBERTA","52.04","-111.81","823.00","3012635","","PFE"
"FLEMING CDA EPF","SASKATCHEWAN","50.12","-101.53","541.00","4012520","",""
"FLEMING SOUTH","SASKATCHEWAN","50.03","-101.58","571.50","4012525","",""
"FLEURY","QUEBEC","45.80","-73.00","30.50","7022375","",""
"FLIN FLON","MANITOBA","54.68","-101.68","303.90","5050919","71954","WFO"
"FLIN FLON","MANITOBA","54.77","-101.88","320.00","5050920","",""
"FLIN FLON A","MANITOBA","54.68","-101.68","304.20","5050973","","YFO"
"FLIN FLON A","MANITOBA","54.68","-101.68","303.90","5050960","","YFO"
"FLIN FLON CFB","MANITOBA","54.68","-101.97","304.80","5050970","",""
"FLINT","ONTARIO","48.35","-89.68","274.00","6042MJ7","",""
"FLINTOFT","SASKATCHEWAN","49.45","-106.23","800.10","4022540","",""
"FLORANN","ALBERTA","49.27","-111.40","951.00","304KFL0","",""
"FLOWERS COVE","NEWFOUNDLAND","51.33","-56.68","9.00","8401583","",""
"FLOWERS COVE","NEWFOUNDLAND","51.30","-56.73","9.10","8401582","",""
"FLOWERS ISLAND","NEWFOUNDLAND","51.30","-56.75","6.10","8401585","",""
"FOAM LAKE","SASKATCHEWAN","51.63","-103.53","558.40","4012560","",""
"FOAM LAKE","SASKATCHEWAN","51.72","-103.55","544.10","4012561","",""
"FOGGY LO","ALBERTA","58.68","-114.98","883.90","3072635","",""
"FOGO","NEWFOUNDLAND","49.72","-54.27","15.20","8401601","",""
"FOGO","NEWFOUNDLAND","49.72","-54.30","11.80","8401599","",""
"FOGO","NEWFOUNDLAND","49.72","-54.28","146.90","8401600","",""
"FOLDENS","ONTARIO","43.02","-80.78","328.00","6142420","",""
"FOLEYET","ONTARIO","48.25","-82.43","328.60","6062425","",""
"FOND D'ORMES","QUEBEC","48.22","-68.47","175.90","705KC75","",""
"FOND DU LAC","SASKATCHEWAN","59.33","-107.17","210.30","4062580","",""
"FONTAS LO","ALBERTA","57.78","-119.50","1036.30","3072637","",""
"FONTENELLE","QUEBEC","48.93","-64.65","15.00","705KL75","",""
"FONTHILL","ONTARIO","43.03","-79.30","236.20","6132435","",""
"FOOTNER LAKE HQ","ALBERTA","58.62","-117.15","320.00","3072638","",""
"FORDING RIVER CLODE CRK","BRITISH COLUMBIA","50.20","-114.82","2100.00","1152898","",""
"FORDING RIVER COMINCO","BRITISH COLUMBIA","50.15","-114.86","1585.00","1152899","",""
"FOREMOST","ALBERTA","49.48","-111.45","892.00","3032640","",""
"FOREMOST AGDM","ALBERTA","49.48","-111.49","881.00","3032642","71225","XFM"
"FOREMOST EAST","ALBERTA","49.45","-111.28","914.40","3032645","",""
"FOREMOST EXP ST","ALBERTA","49.48","-111.45","890.00","3032650","",""
"FOREST","ONTARIO","43.17","-82.03","191.00","6122450","",""
"FOREST MCNABB","ONTARIO","43.10","-82.00","218.20","6122452","",""
"FORESTBURG","ALBERTA","52.47","-112.13","690.40","3012651","",""
"FORESTBURG AGCM","ALBERTA","52.55","-112.12","721.00","3012653","71674","PFO"
"FORESTBURG PLANT SITE","ALBERTA","52.47","-112.12","662.90","3012652","",""
"FORESTVILLE","QUEBEC","48.73","-69.08","76.20","7042378","",""
"FORESTVILLE NORD","QUEBEC","48.75","-69.08","68.60","7042385","",""
"FORET MONTMORENCY","QUEBEC","47.32","-71.15","640.00","7042388","",""
"FORET MONTMORENCY RCS","QUEBEC","47.32","-71.15","672.80","7042395","71212","MFM"
"FORGET ME NOT LO","ALBERTA","50.75","-114.75","2316.50","3052653","",""
"FORGET ME NOT MOUNTAIN","ALBERTA","50.73","-114.70","1738.60","30526EL","",""
"FORK RIVER","MANITOBA","51.52","-100.02","266.70","5040973","",""
"FORK RIVER NORTH","MANITOBA","51.57","-99.98","259.70","5040R73","",""
"FORMOSA","ONTARIO","44.07","-81.28","304.80","6122456","",""
"FORSYTHE","QUEBEC","48.23","-76.43","374.60","7092395","",""
"FORT ALBANY","ONTARIO","52.22","-81.67","15.20","6072460","",""
"FORT ASSINIBOINE","ALBERTA","54.37","-114.92","670.60","306KFE3","",""
"FORT ASSINIBOINE 2","ALBERTA","54.35","-114.83","627.30","3062656","",""
"FORT ASSINIBOINE AGCM","ALBERTA","54.41","-114.77","676.00","3062660","71483","PFB"
"FORT ASSINIBOINE RS","ALBERTA","54.37","-114.92","670.00","3062655","",""
"FORT ASSINIBOINE RS","ALBERTA","54.35","-114.80","609.60","3062654","",""
"FORT BABINE","BRITISH COLUMBIA","55.32","-126.62","716.30","1072902","",""
"FORT CHIPEWYAN","ALBERTA","58.72","-111.15","227.70","3072657","",""
"FORT CHIPEWYAN","ALBERTA","58.77","-111.12","238.00","3072655","71305","YPY"
"FORT CHIPEWYAN A","ALBERTA","58.77","-111.12","232.00","3072658","",""
"FORT CHIPEWYAN AWOS A","ALBERTA","58.77","-111.12","238.00","3072662","","PCP"
"FORT CHIPEWYAN RCS","ALBERTA","58.77","-111.12","238.00","3072659","71056","PCH"
"FORT COULONGE","QUEBEC","45.82","-76.75","106.70","7032440","",""
"FORT EDMONTON","ALBERTA","53.52","-113.57","627.90","3012659","",""
"FORT ELLICE","MANITOBA","50.42","-101.23","","5010977","",""
"FORT ERIE","ONTARIO","42.88","-78.97","179.80","6132470","",""
"FORT FRANCES","ONTARIO","48.62","-93.42","343.20","6022475","",""
"FORT FRANCES A","ONTARIO","48.65","-93.43","342.00","6022476","",""
"FORT FRANCES CDA EPF","ONTARIO","48.55","-93.52","353.60","6022480","",""
"FORT FRANCES FORESTRY","ONTARIO","48.62","-93.40","342.00","6022487","",""
"FORT FRANCES RCS","ONTARIO","48.65","-93.44","342.00","6022474","71962","TAG"
"FORT FRANKLIN","NORTHWEST TERRITORIES","65.18","-123.43","159.40","2201380","",""
"FORT FRASER","BRITISH COLUMBIA","54.10","-124.55","701.00","1092904","",""
"FORT FRASER 13S","BRITISH COLUMBIA","53.88","-124.58","701.00","1092905","",""
"FORT GEORGE","QUEBEC","53.83","-79.00","6.70","7092480","",""
"FORT GOOD HOPE 2","NORTHWEST TERRITORIES","66.25","-128.63","41.80","2201500","",""
"FORT GOOD HOPE A","NORTHWEST TERRITORIES","66.24","-128.65","81.40","2201406","","YGH"
"FORT GOOD HOPE A","NORTHWEST TERRITORIES","66.24","-128.65","81.40","2201400","","YGH"
"FORT GOOD HOPE CS","NORTHWEST TERRITORIES","66.24","-128.64","81.70","2201450","71491","ZGH"
"FORT HOPE","ONTARIO","51.55","-87.97","","6012490","",""
"FORT KENT CDA EPF","ALBERTA","54.30","-110.62","548.60","3082660","",""
"FORT LANGLEY","BRITISH COLUMBIA","49.20","-122.62","6.10","1102910","",""
"FORT LANGLEY TELEGRAPH TRAIL","BRITISH COLUMBIA","49.14","-122.55","76.00","1102912","",""
"FORT LIARD","NORTHWEST TERRITORIES","60.23","-123.47","213.40","2201579","71497","WJL"
"FORT LIARD A","NORTHWEST TERRITORIES","60.24","-123.47","215.80","2201581","","YJF"
"FORT LIARD A","NORTHWEST TERRITORIES","60.24","-123.47","215.80","2201575","","YJF"
"FORT MACKAY RS","ALBERTA","57.18","-111.62","234.70","3062675","",""
"FORT MACLEOD","ALBERTA","49.72","-113.40","949.80","3032680","",""
"FORT MACLEOD AGCM","ALBERTA","49.79","-113.38","978.00","3032683","71789","PFM"
"FORT MACLEOD EXP ST","ALBERTA","49.72","-113.40","953.40","3032685","",""
"FORT MACLEOD EXP ST 2","ALBERTA","49.77","-113.48","953.40","3032686","",""
"FORT MACLEOD NORTH","ALBERTA","49.87","-113.28","953.00","30326QF","",""
"FORT MACLEOD STAND OFF","ALBERTA","49.53","-113.33","990.60","3032690","",""
"FORT MCKENZIE","QUEBEC","56.88","-69.05","76.20","7112520","",""
"FORT MCMURRAY A","ALBERTA","56.65","-111.22","369.10","3062697","71689","YMM"
"FORT MCMURRAY A","ALBERTA","56.65","-111.22","369.10","3062693","",""
"FORT MCMURRAY AWOS A","ALBERTA","56.65","-111.22","369.10","3062700","",""
"FORT MCMURRAY CS","ALBERTA","56.65","-111.21","368.80","3062696","71585","XMM"
"FORT MCPHERSON","NORTHWEST TERRITORIES","67.43","-134.88","30.50","2201600","",""
"FORT MCPHERSON A","NORTHWEST TERRITORIES","67.41","-134.86","35.40","2201601","","ZFM"
"FORT MCPHERSON A","NORTHWEST TERRITORIES","67.41","-134.86","35.40","2201606","","ZFM"
"FORT MCPHERSON NWLFS","NORTHWEST TERRITORIES","69.45","-134.83","30.50","2201602","",""
"FORT NELSON","BRITISH COLUMBIA","58.84","-122.57","380.20","1192948","71594","VFN"
"FORT NELSON A","BRITISH COLUMBIA","58.84","-122.60","381.90","1192946","71945","YYE"
"FORT NELSON A","BRITISH COLUMBIA","58.84","-122.60","381.90","1192940","71945","YYE"
"FORT NELSON ALPINE RD","BRITISH COLUMBIA","58.82","-122.70","419.10","1192942","",""
"FORT NELSON GARDINER CR","BRITISH COLUMBIA","58.82","-122.70","419.40","1192945","",""
"FORT NELSON UA","BRITISH COLUMBIA","58.84","-122.57","378.30","1192950","71945",""
"FORT PROVIDENCE","NORTHWEST TERRITORIES","61.32","-117.60","161.50","2201799","71087","WID"
"FORT PROVIDENCE","NORTHWEST TERRITORIES","61.33","-117.67","159.40","2201800","",""
"FORT QU'APPELLE","SASKATCHEWAN","50.78","-103.80","485.50","4012600","",""
"FORT RELIANCE","NORTHWEST TERRITORIES","62.72","-109.17","165.80","2201900","",""
"FORT RELIANCE (AUT)","NORTHWEST TERRITORIES","62.71","-109.17","167.60","2201903","71160","WFZ"
"FORT RESOLUTION","NORTHWEST TERRITORIES","61.17","-113.67","158.50","2201998","",""
"FORT RESOLUTION A","NORTHWEST TERRITORIES","61.18","-113.69","160.60","2202010","","YFR"
"FORT RESOLUTION A","NORTHWEST TERRITORIES","61.18","-113.69","160.30","2202000","","YFR"
"FORT ROSS","NUNAVUT","71.92","-94.25","15.20","2402050","",""
"FORT ROSS","NUNAVUT","72.02","-94.20","10.00","2402051","71629","NFR"
"FORT RUPERT","QUEBEC","51.48","-78.75","12.20","7092524","",""
"FORT SASKATCHEWAN","ALBERTA","53.72","-113.18","620.00","3012710","",""
"FORT SEVERN A","ONTARIO","56.02","-87.68","15.80","6012501","71099","YER"
"FORT SEVERN A","ONTARIO","56.02","-87.68","15.80","6012500","","YER"
"FORT SIMPSON","NORTHWEST TERRITORIES","61.87","-121.35","131.70","2202100","",""
"FORT SIMPSON","NORTHWEST TERRITORIES","61.76","-121.24","169.20","2202115","","XFS"
"FORT SIMPSON A","NORTHWEST TERRITORIES","61.76","-121.24","169.50","2202104","","YFS"
"FORT SIMPSON A","NORTHWEST TERRITORIES","61.76","-121.24","169.50","2202103","71946","YFS"
"FORT SIMPSON A","NORTHWEST TERRITORIES","61.76","-121.24","169.20","2202101","71946","YFS"
"FORT SIMPSON CDA","NORTHWEST TERRITORIES","61.87","-121.35","131.10","2202110","",""
"FORT SIMPSON CLIMATE","NORTHWEST TERRITORIES","61.76","-121.24","168.00","2202102","71365","ZFS"
"FORT SMITH","NORTHWEST TERRITORIES","60.00","-111.87","207.30","2202198","",""
"FORT SMITH","NORTHWEST TERRITORIES","60.00","-111.93","182.90","2202196","",""
"FORT SMITH A","NORTHWEST TERRITORIES","60.02","-111.96","205.10","2202201","71934","YSM"
"FORT SMITH A","NORTHWEST TERRITORIES","60.02","-111.96","205.10","2202200","71934","YSM"
"FORT SMITH A","NORTHWEST TERRITORIES","60.02","-111.96","205.10","2202203","","YSM"
"FORT SMITH CLIMATE","NORTHWEST TERRITORIES","60.03","-111.93","203.00","2202202","71362","ZSM"
"FORT ST JAMES","BRITISH COLUMBIA","54.46","-124.29","691.00","1092970","",""
"FORT ST JAMES A","BRITISH COLUMBIA","54.42","-124.25","716.30","1092972","",""
"FORT ST JAMES AUTO","BRITISH COLUMBIA","54.46","-124.29","688.00","1092975","71933","VFS"
"FORT ST JOHN","BRITISH COLUMBIA","56.25","-120.83","673.60","1182998","",""
"FORT ST JOHN 8NW","BRITISH COLUMBIA","56.25","-121.03","808.00","118L0LK","",""
"FORT ST JOHN A","BRITISH COLUMBIA","56.24","-120.74","694.90","1183000","71943","YXJ"
"FORT ST JOHN PINEVIEW","BRITISH COLUMBIA","56.32","-120.82","731.50","1183032","",""
"FORT ST JOHN- HWOS CLIMATE","BRITISH COLUMBIA","56.24","-120.74","694.90","1183007","",""
"FORT ST. JOHN A","BRITISH COLUMBIA","56.24","-120.74","694.90","1183001","71943","YXJ"
"FORT STEELE","BRITISH COLUMBIA","49.63","-115.62","915.00","1153033","",""
"FORT VERMILION","ALBERTA","58.38","-116.05","282.90","3072730","",""
"FORT VERMILION","ALBERTA","58.38","-116.04","289.00","3072723","71024","XFV"
"FORT VERMILION","ALBERTA","58.45","-116.05","","3072719","",""
"FORT VERMILION CDA","ALBERTA","58.38","-116.03","278.90","3072720","",""
"FORT VERMILION RS","ALBERTA","58.40","-116.03","246.90","3072732","",""
"FORT WALSH","SASKATCHEWAN","49.47","-109.57","1104.60","4032640","",""
"FORT WHYTE CENTRE","MANITOBA","49.82","-97.23","235.00","5020990","",""
"FORTEAU","NEWFOUNDLAND","51.47","-56.97","","8501615","",""
"FORTIERVILLE","QUEBEC","46.48","-72.05","53.30","7022494","",""
"FORTRESS MOUNTAIN","ALBERTA","50.85","-115.25","2042.20","3052705","",""
"FORTUNE","NEWFOUNDLAND","47.07","-55.82","15.20","8401618","",""
"FORTY MILE","YUKON TERRITORY","64.38","-140.60","335.30","2100605","",""
"FORWARD HARBOUR","BRITISH COLUMBIA","50.48","-125.70","7.60","106C0C5","",""
"FOSTER LAKE","SASKATCHEWAN","56.80","-105.35","513.90","4062660","",""
"FOURCHU HEAD (AUT)","NOVA SCOTIA","45.72","-60.23","10.00","820J8C7","",""
"FOURNIER","ONTARIO","45.43","-74.90","64.90","6102516","",""
"FOX CREEK","ALBERTA","54.40","-116.80","841.20","3072734","",""
"FOX CREEK JUNCTION","ALBERTA","54.40","-116.82","829.00","307K73D","",""
"FOX CREEK RS","ALBERTA","54.40","-116.93","841.20","3072735","",""
"FOX VALLEY","SASKATCHEWAN","50.40","-109.43","708.70","4022680","",""
"FOXFORD","SASKATCHEWAN","53.42","-105.12","467.90","4052671","",""
"FOXTON","MANITOBA","50.45","-97.35","231.60","5020980","",""
"FOXWARREN","MANITOBA","50.52","-101.15","533.40","5010981","",""
"FOXWARREN NORTH","MANITOBA","50.60","-101.17","556.30","5010982","",""
"FOYMOUNT","ONTARIO","45.33","-77.30","426.70","6102531","",""
"FRAMPTON","QUEBEC","46.43","-70.83","426.70","7022553","",""
"FRANCES LAKE","YUKON TERRITORY","61.33","-129.33","780.30","2100611","",""
"FRANCIS","SASKATCHEWAN","50.12","-103.92","602.60","4012720","",""
"FRANK CHANNEL","NORTHWEST TERRITORIES","62.78","-115.95","160.00","2202250","",""
"FRANKFORD MOE","ONTARIO","44.23","-77.60","114.30","6152555","",""
"FRANKLIN CENTRE","QUEBEC","45.03","-73.90","144.80","7022560","",""
"FRANZ","ONTARIO","48.47","-84.42","373.40","6052563","",""
"FRASER BROOK IHD","NOVA SCOTIA","45.33","-63.17","121.90","8201850","",""
"FRASER CAMP","BRITISH COLUMBIA","59.72","-135.05","869.00","120C036","",""
"FRASER LAKE NORTH SHORE","BRITISH COLUMBIA","54.08","-124.85","674.00","109C0LF","",""
"FRASER LAKE NORTH SHORE","BRITISH COLUMBIA","54.12","-124.75","666.00","109C0L6","",""
"FRASERWOOD","MANITOBA","50.63","-97.22","256.00","5030982","",""
"FREDERICKHOUSE LAKE DAM","ONTARIO","48.77","-80.98","283.50","6072595","",""
"FREDERICTON A","NEW BRUNSWICK","45.87","-66.53","20.70","8101500","",""
"FREDERICTON AQUATIC CENTRE C/S","NEW BRUNSWICK","45.96","-66.65","8.30","8101507","","WZF"
"FREDERICTON CDA","NEW BRUNSWICK","45.92","-66.62","39.60","8101600","",""
"FREDERICTON CDA CS","NEW BRUNSWICK","45.92","-66.61","35.10","8101605","71668","AFC"
"FREDERICTON INTL A","NEW BRUNSWICK","45.87","-66.54","20.70","8101505","71700","YFC"
"FREDERICTON UNB","NEW BRUNSWICK","45.95","-66.60","50.00","8101700","",""
"FREEMAN RIVER","ALBERTA","54.55","-115.30","821.00","306BGCQ","",""
"FRELIGHSBURG","QUEBEC","45.05","-72.87","112.80","7022580","",""
"FRELIGHSBURG","QUEBEC","45.03","-72.85","224.00","7022579","71373","WFQ"
"FRENCH CREEK","BRITISH COLUMBIA","49.35","-124.37","38.10","1023037","",""
"FRENCH R CHAUDIERE DAM","ONTARIO","46.13","-80.02","198.10","6082612","",""
"FRENCHMAN BUTTE","SASKATCHEWAN","53.58","-109.63","549.90","4042760","",""
"FRENCHMAN VALLEY","SASKATCHEWAN","49.38","-107.78","823.00","4032762","",""
"FRENCHMANS BAY","ONTARIO","43.82","-79.08","76.20","6152605","",""
